Date,Open,High,Low,Close,Volume USD
2019-09-04 01-PM,10490.5,10490.5,10380,10413.81,9793750.22
2019-09-04 12-PM,10528.2,10544.76,10486,10490.5,2169944.45
2019-09-04 11-AM,10559.32,10576.63,10508.07,10528.2,2280876.22
2019-09-04 10-AM,10506.78,10581.8,10474.31,10559.32,2245843.75
2019-09-04 09-AM,10509.19,10545.79,10495.08,10506.78,2915783.53
2019-09-04 08-AM,10572.63,10572.69,10465,10509.19,4316771.37
2019-09-04 07-AM,10581.82,10599.96,10536.01,10572.63,1287996.82
2019-09-04 06-AM,10573.41,10624.38,10571.07,10581.82,1255070.72
2019-09-04 05-AM,10592.57,10609.58,10547.21,10573.41,1855666.67
2019-09-04 04-AM,10623.11,10648,10567.93,10592.57,3813509.03
2019-09-04 03-AM,10542,10643.25,10515.5,10623.11,3907822.53
2019-09-04 02-AM,10520.9,10559.99,10509.18,10542,2852985.47
2019-09-04 01-AM,10587.75,10588.4,10442,10520.9,10268124.33
2019-09-04 12-AM,10628.48,10641.91,10571.56,10587.75,3672225.95
2019-09-03 11-PM,10710,10725.47,10522.5,10628.48,15011911.88
2019-09-03 10-PM,10696.11,10716.66,10682.09,10710,2972516.06
2019-09-03 09-PM,10711,10716.66,10671.96,10696.11,2718533.9
2019-09-03 08-PM,10666.42,10727,10657.75,10711,5580417.13
2019-09-03 07-PM,10632.01,10689.98,10631.5,10666.42,4476503.67
2019-09-03 06-PM,10616.21,10668.5,10616.21,10632.01,4219942.26
2019-09-03 05-PM,10665.01,10685.64,10611.97,10616.21,7165188.64
2019-09-03 04-PM,10699.17,10714,10660,10665.01,7242016.89
2019-09-03 03-PM,10644.76,10699.18,10581.96,10699.17,7914964.74
2019-09-03 02-PM,10679.64,10790,10582.18,10644.76,16992077.02
2019-09-03 01-PM,10585.01,10754,10548.39,10679.64,22380449.35
2019-09-03 12-PM,10432.93,10619.71,10412.33,10585.01,9862874.59
2019-09-03 11-AM,10398.83,10485,10390,10432.93,5173061.33
2019-09-03 10-AM,10306.1,10401.47,10280,10398.83,5234575.42
2019-09-03 09-AM,10371.74,10390.52,10306.1,10306.1,3732547.42
2019-09-03 08-AM,10382.43,10408.99,10370,10371.74,1728195.43
2019-09-03 07-AM,10400.82,10405.22,10377,10382.43,1286757.84
2019-09-03 06-AM,10425.99,10426,10381.84,10400.82,1006916.19
2019-09-03 05-AM,10415.21,10444.27,10396.1,10425.99,1648591.26
2019-09-03 04-AM,10414,10430.32,10380,10415.21,3508464.68
2019-09-03 03-AM,10396.12,10500,10386.43,10414,8585725.91
2019-09-03 02-AM,10345.02,10420,10325.84,10396.12,5047351.74
2019-09-03 01-AM,10404.66,10404.67,10309.46,10345.02,5942027.29
2019-09-03 12-AM,10381.26,10434.09,10381.26,10404.66,4067815.94
2019-09-02 11-PM,10395.97,10413.08,10340,10381.26,6554496.55
2019-09-02 10-PM,10399.28,10469.27,10377.51,10395.97,6537077.56
2019-09-02 09-PM,10409.78,10456.29,10360,10399.28,7796261.76
2019-09-02 08-PM,10192.07,10485.48,10190.01,10409.78,27092891.5
2019-09-02 07-PM,10146.52,10200,10118,10192.07,3930088.34
2019-09-02 06-PM,10091.18,10197,10090.56,10146.52,7109731.76
2019-09-02 05-PM,9942.27,10140,9937.43,10091.18,13702584.5
2019-09-02 04-PM,9909.51,9967.87,9909.51,9942.27,3529740.33
2019-09-02 03-PM,9928.55,9928.55,9882.29,9909.51,3288234.88
2019-09-02 02-PM,9924.9,9978,9903.69,9928.55,6862305.64
2019-09-02 01-PM,9854.22,9945.36,9840,9924.9,5403624.77
2019-09-02 12-PM,9849.47,9855.66,9820,9854.22,3371098.98
2019-09-02 11-AM,9796.84,9865,9796.84,9849.47,2096254.57
2019-09-02 10-AM,9794.57,9837.39,9792.97,9796.84,2016639.59
2019-09-02 09-AM,9767,9809.86,9766.99,9794.57,1178311.75
2019-09-02 08-AM,9773.33,9774,9759.25,9767,1028816.15
2019-09-02 07-AM,9760.01,9774,9756.54,9773.33,569823.08
2019-09-02 06-AM,9777.6,9779.72,9756.54,9760.01,1256266.14
2019-09-02 05-AM,9795,9804.2,9775.05,9777.6,1063762.87
2019-09-02 04-AM,9768.37,9795.33,9766.7,9795,1004652.93
2019-09-02 03-AM,9790,9800.25,9756.72,9768.37,1714355.95
2019-09-02 02-AM,9763.8,9804.89,9760.59,9790,2579213.06
2019-09-02 01-AM,9781.44,9785,9760.03,9763.8,923042.04
2019-09-02 12-AM,9766.52,9791.98,9762.42,9781.44,2593532.33
2019-09-01 11-PM,9799.54,9818,9745.09,9766.52,3355443.02
2019-09-01 10-PM,9706.91,9840,9706.91,9799.54,5670292.52
2019-09-01 09-PM,9640,9800,9639.99,9706.91,6608189.19
2019-09-01 08-PM,9630.1,9643.2,9615,9640,1262567.52
2019-09-01 07-PM,9615.14,9642,9592.87,9630.1,1448666.8
2019-09-01 06-PM,9605.92,9633.87,9602,9615.14,1496783.86
2019-09-01 05-PM,9588.56,9639.21,9539.58,9605.92,2053285.66
2019-09-01 04-PM,9625.76,9628.93,9575.01,9588.56,2055011.81
2019-09-01 03-PM,9595,9684.05,9582.16,9625.76,2613194.87
2019-09-01 02-PM,9587.61,9598.78,9582.03,9595,824491.26
2019-09-01 01-PM,9591.01,9596.32,9566.17,9587.61,1018015.9
2019-09-01 12-PM,9588.76,9598.78,9575.6,9591.01,842934.77
2019-09-01 11-AM,9591.69,9609.08,9583.35,9588.76,645628.82
2019-09-01 10-AM,9607.12,9610.76,9585,9591.69,429421.8
2019-09-01 09-AM,9606,9623.1,9575.15,9607.12,721518.23
2019-09-01 08-AM,9626.21,9629.89,9560,9606,1873256.54
2019-09-01 07-AM,9623.61,9635.97,9621.51,9626.21,452415.79
2019-09-01 06-AM,9616.93,9631.23,9611.68,9623.61,537168.93
2019-09-01 05-AM,9633.41,9635,9616.92,9616.93,511695.92
2019-09-01 04-AM,9628.01,9645,9627.14,9633.41,1021224.69
2019-09-01 03-AM,9617.11,9629.75,9617.11,9628.01,1021536.3
2019-09-01 02-AM,9625.44,9630.13,9612.93,9617.11,691880.72
2019-09-01 01-AM,9624.57,9638.01,9620.87,9625.44,876111.3
2019-09-01 12-AM,9600.86,9633.8,9592.41,9624.57,913420.5
2019-08-31 11-PM,9629.17,9629.17,9594.76,9600.86,1248680.01
2019-08-31 10-PM,9670,9707.48,9615.49,9629.17,3515799.42
2019-08-31 09-PM,9495.22,9670,9470.27,9670,5116289.41
2019-08-31 08-PM,9580.79,9582.79,9436.2,9495.22,4714396.32
2019-08-31 07-PM,9580.98,9590.86,9559.16,9580.79,1844451.95
2019-08-31 06-PM,9604.58,9609.68,9567,9580.98,1654706.1
2019-08-31 05-PM,9599.33,9627.8,9584.14,9604.58,1460317.59
2019-08-31 04-PM,9604.23,9608.72,9571.78,9599.33,1868749.34
2019-08-31 03-PM,9589.44,9604.63,9576.01,9604.23,1188517.6
2019-08-31 02-PM,9613.01,9613.01,9569,9589.44,1237092.75
2019-08-31 01-PM,9603.19,9620,9588.38,9613.01,1919939.82
2019-08-31 12-PM,9569.93,9607.4,9559.23,9603.19,464911.19
2019-08-31 11-AM,9583.5,9588.01,9550.99,9569.93,433032.82
2019-08-31 10-AM,9584.01,9598.91,9567.42,9583.5,582033.92
2019-08-31 09-AM,9567.52,9588.9,9533.02,9584.01,1303784.71
2019-08-31 08-AM,9591.03,9592.56,9561,9567.52,842663.02
2019-08-31 07-AM,9589.55,9614,9587.51,9591.03,708878.56
2019-08-31 06-AM,9617.93,9617.93,9589.55,9589.55,628071.27
2019-08-31 05-AM,9612.48,9626.73,9596.76,9617.93,562365.02
2019-08-31 04-AM,9616.28,9625.09,9590,9612.48,1024965.72
2019-08-31 03-AM,9624.77,9639.07,9608.54,9616.28,973446.86
2019-08-31 02-AM,9624.01,9652.59,9611.95,9624.77,1182255.26
2019-08-31 01-AM,9593.97,9649.01,9590.08,9624.01,1910899.71
2019-08-31 12-AM,9582.42,9612.15,9568.78,9593.97,1020659.87
2019-08-30 11-PM,9600.61,9633.31,9558.74,9582.42,3051644.93
2019-08-30 10-PM,9590.54,9609.99,9576.5,9600.61,2416268.02
2019-08-30 09-PM,9625.01,9626.99,9585.02,9590.54,2255576.52
2019-08-30 08-PM,9566.15,9699,9566.14,9625.01,8956167.06
2019-08-30 07-PM,9510,9587.49,9451.67,9566.15,5357470.8
2019-08-30 06-PM,9536.32,9554.78,9510,9510,2613316.25
2019-08-30 05-PM,9574.89,9582.18,9524.51,9536.32,2220259.03
2019-08-30 04-PM,9589.67,9605.22,9550.02,9574.89,2797797.82
2019-08-30 03-PM,9583.06,9615.55,9553,9589.67,5548515.28
2019-08-30 02-PM,9605.01,9605.01,9563.61,9583.06,3373568.35
2019-08-30 01-PM,9585.09,9621.65,9568.03,9605.01,2701956.22
2019-08-30 12-PM,9574.31,9604.27,9561,9585.09,2930567.09
2019-08-30 11-AM,9566.29,9593.59,9536.57,9574.31,1746102.27
2019-08-30 10-AM,9570.87,9632.96,9560,9566.29,2277196.93
2019-08-30 09-AM,9521.84,9579,9506.21,9570.87,2352925.48
2019-08-30 08-AM,9470.53,9568.11,9468.27,9521.84,2455903.93
2019-08-30 07-AM,9479.01,9510.76,9468.76,9470.53,6660663.3
2019-08-30 06-AM,9502.59,9537,9479,9479.01,3913510.81
2019-08-30 05-AM,9486,9506.71,9470.04,9502.59,1202899.52
2019-08-30 04-AM,9465.02,9490,9445,9486,1310694.6
2019-08-30 03-AM,9429.62,9476,9420.97,9465.02,1993518.72
2019-08-30 02-AM,9453.22,9471.96,9424.89,9429.62,1932379.01
2019-08-30 01-AM,9441.2,9455.78,9337.97,9453.22,6206986.76
2019-08-30 12-AM,9495,9531.99,9420.9,9441.2,6419034.59
2019-08-29 11-PM,9482.19,9510,9445.01,9495,34728497.84
2019-08-29 10-PM,9508.74,9511.94,9480,9482.19,1450115.54
2019-08-29 09-PM,9527.58,9539.82,9477.96,9508.74,2565069.82
2019-08-29 08-PM,9504.52,9529.4,9486,9527.58,3024108.88
2019-08-29 07-PM,9488.02,9511.13,9435.67,9504.52,3171171.89
2019-08-29 06-PM,9530,9566.68,9487.71,9488.02,3457444.89
2019-08-29 05-PM,9478.01,9545,9472.34,9530,2862132.18
2019-08-29 04-PM,9503,9534.09,9470,9478.01,3384763.63
2019-08-29 03-PM,9402.85,9572.99,9402.85,9503,9777521.89
2019-08-29 02-PM,9455.46,9455.46,9379.73,9402.85,5210549.78
2019-08-29 01-PM,9454.53,9486,9442.24,9455.46,3774635.27
2019-08-29 12-PM,9451.58,9479.21,9357.07,9454.53,5621832.92
2019-08-29 11-AM,9448.4,9484.99,9436,9451.58,2154622.08
2019-08-29 10-AM,9476.3,9476.3,9430.05,9448.4,2097535.08
2019-08-29 09-AM,9408.63,9485.18,9404,9476.3,2002021.87
2019-08-29 08-AM,9394.42,9446.22,9389.94,9408.63,3907233.39
2019-08-29 07-AM,9535.01,9548.86,9321.73,9394.42,8925064
2019-08-29 06-AM,9589.51,9589.52,9478.8,9535.01,4730066.71
2019-08-29 05-AM,9609.7,9628.75,9579.47,9589.51,2477945.09
2019-08-29 04-AM,9578.54,9624.18,9559.91,9609.7,4069928.67
2019-08-29 03-AM,9673.69,9673.7,9530.89,9578.54,9995990.49
2019-08-29 02-AM,9686.43,9697.29,9644.08,9673.69,3533529.77
2019-08-29 01-AM,9688.92,9700,9669.01,9686.43,2555279.79
2019-08-29 12-AM,9714.31,9717.03,9636.86,9688.92,4245049.43
2019-08-28 11-PM,9732.93,9749.4,9697.35,9714.31,4016554.88
2019-08-28 10-PM,9724.63,9732.93,9678.68,9732.93,5747833.19
2019-08-28 09-PM,9668.84,9739.43,9638.19,9724.63,5405626.03
2019-08-28 08-PM,9665.79,9704.44,9633.69,9668.84,7336754.99
2019-08-28 07-PM,9709.93,9752,9610.36,9665.79,13058472.45
2019-08-28 06-PM,10198.01,10198.01,9522.93,9709.93,63814197.85
2019-08-28 05-PM,10222.97,10269.99,10183.96,10198.01,5341103.31
2019-08-28 04-PM,10232.39,10246.99,10202.12,10222.97,2795298.45
2019-08-28 03-PM,10207,10252,10192.73,10232.39,4173722.76
2019-08-28 02-PM,10170.55,10236.24,10155,10207,4183403.86
2019-08-28 01-PM,10154.32,10277,10150.84,10170.55,6682025.41
2019-08-28 12-PM,10136.04,10196.82,10130.47,10154.32,3273472.19
2019-08-28 11-AM,10124.06,10148.58,10100.18,10136.04,1618931.31
2019-08-28 10-AM,10144.91,10144.91,10097.88,10124.06,1143137.52
2019-08-28 09-AM,10115.94,10150.32,10091.14,10144.91,1967927.31
2019-08-28 08-AM,10156.49,10159.17,10106.47,10115.94,1951398.16
2019-08-28 07-AM,10182.32,10189.31,10136.23,10156.49,927420.16
2019-08-28 06-AM,10126.08,10207.5,10112,10182.32,5533798.79
2019-08-28 05-AM,10071,10158.67,10032.51,10126.08,4630249.56
2019-08-28 04-AM,10079.96,10100,10070,10071,1507286.38
2019-08-28 03-AM,10110.47,10122.96,10060,10079.96,2486198.94
2019-08-28 02-AM,10092.01,10123,10072.51,10110.47,1739899.13
2019-08-28 01-AM,10136.7,10145,10092,10092.01,2549764.68
2019-08-28 12-AM,10171.85,10171.95,10120.01,10136.7,2384486.85
2019-08-27 11-PM,10132.72,10199.18,10124,10171.85,1974182.53
2019-08-27 10-PM,10128,10158.25,10105.07,10132.72,2600211.25
2019-08-27 09-PM,10143.58,10150.93,10105.02,10128,3218459.82
2019-08-27 08-PM,10151.63,10173.99,10128.64,10143.58,2566865
2019-08-27 07-PM,10180.01,10180.66,10116.73,10151.63,3185910.46
2019-08-27 06-PM,10172.5,10214.12,10159.08,10180.01,2468465.64
2019-08-27 05-PM,10175.96,10187.78,10142,10172.5,2413269.65
2019-08-27 04-PM,10174.07,10232.13,10154.33,10175.96,2990002.17
2019-08-27 03-PM,10155.52,10175,10092.49,10174.07,2612431.1
2019-08-27 02-PM,10172.26,10193.55,10134.46,10155.52,2227435.08
2019-08-27 01-PM,10111.93,10198.92,10111.92,10172.26,4274893.99
2019-08-27 12-PM,10103.04,10111.94,10019.56,10111.93,6826366.58
2019-08-27 11-AM,10144.85,10163.63,10066.72,10103.04,2630203.15
2019-08-27 10-AM,10140.96,10166.98,10090,10144.85,2921940.16
2019-08-27 09-AM,10189.01,10189.01,10111,10140.96,989340.87
2019-08-27 08-AM,10168.15,10209.57,10135.01,10189.01,1199472.43
2019-08-27 07-AM,10196.07,10212.7,10111.01,10168.15,2034755.08
2019-08-27 06-AM,10225.41,10225.49,10191.03,10196.07,1336401.75
2019-08-27 05-AM,10153.96,10236.29,10153.96,10225.41,3135860.35
2019-08-27 04-AM,10180.38,10180.38,10150,10153.96,1650495.99
2019-08-27 03-AM,10224.25,10224.74,10071.92,10180.38,9144070.65
2019-08-27 02-AM,10304.24,10310,10200.2,10224.25,4876400.92
2019-08-27 01-AM,10332.51,10360,10288.26,10304.24,4656942.75
2019-08-27 12-AM,10361.65,10379.87,10305.33,10332.51,2266215.34
2019-08-26 11-PM,10308.13,10395.77,10308.13,10361.65,3402200.45
2019-08-26 10-PM,10260.67,10325,10260.67,10308.13,3247490.34
2019-08-26 09-PM,10261.12,10269.82,10182.43,10260.67,3474945.02
2019-08-26 08-PM,10310.67,10315.42,10168.59,10261.12,5922456.75
2019-08-26 07-PM,10289.84,10318.81,10285.01,10310.67,2075684.83
2019-08-26 06-PM,10307.98,10310.53,10277.5,10289.84,3602471.64
2019-08-26 05-PM,10324.24,10334.12,10285.43,10307.98,2641033.99
2019-08-26 04-PM,10326.58,10390,10227.28,10324.24,6107776.2
2019-08-26 03-PM,10323.46,10364.79,10315.56,10326.58,2371700.62
2019-08-26 02-PM,10345.43,10356.7,10300,10323.46,2765053.88
2019-08-26 01-PM,10363.18,10370.02,10286.29,10345.43,3500471.3
2019-08-26 12-PM,10387.01,10405.55,10350.36,10363.18,1886112.98
2019-08-26 11-AM,10351.93,10389,10342.75,10387.01,1219292.34
2019-08-26 10-AM,10360.97,10425.5,10322.09,10351.93,2136799.65
2019-08-26 09-AM,10332.54,10392.32,10317.19,10360.97,1576079.91
2019-08-26 08-AM,10335.1,10362.12,10289.05,10332.54,2123604.63
2019-08-26 07-AM,10373.91,10408.17,10317.19,10335.1,1629652.97
2019-08-26 06-AM,10363.91,10387.64,10331.47,10373.91,1523428.82
2019-08-26 05-AM,10342.9,10365,10265.91,10363.91,2786757.57
2019-08-26 04-AM,10285.98,10370.77,10285.98,10342.9,4341954.81
2019-08-26 03-AM,10404.99,10444.26,10177,10285.98,6265733.18
2019-08-26 02-AM,10457.12,10499.89,10378.53,10404.99,6438183.62
2019-08-26 01-AM,10509,10566.69,10433.44,10457.12,10263950.42
2019-08-26 12-AM,10138.72,10680,10138.72,10509,44030047.55
2019-08-25 11-PM,10059.76,10162.68,10059.75,10138.72,3951426.72
2019-08-25 10-PM,9995.01,10079.75,9975,10059.76,4241951.91
2019-08-25 09-PM,9999.01,10081.11,9899.95,9995.01,8060997.09
2019-08-25 08-PM,10062.23,10069.51,9987.07,9999.01,2788450.02
2019-08-25 07-PM,10078,10132.52,9960,10062.23,6420626.33
2019-08-25 06-PM,10071.7,10086.7,10053,10078,1982157.18
2019-08-25 05-PM,10061.51,10092.82,10047.97,10071.7,1238820.97
2019-08-25 04-PM,10070,10134.69,10036,10061.51,1907754.65
2019-08-25 03-PM,10058.57,10108.3,10053.29,10070,1401354.68
2019-08-25 02-PM,10268.38,10268.38,9967.5,10058.57,8328396.2
2019-08-25 01-PM,10322.02,10323,10233.43,10268.38,2568472.43
2019-08-25 12-PM,10130.08,10374.85,10113.01,10322.02,6477115.65
2019-08-25 11-AM,10147.97,10158.39,10101.24,10130.08,992320.91
2019-08-25 10-AM,10156.75,10183.57,10126.99,10147.97,1007216.96
2019-08-25 09-AM,10102.61,10159.75,10084.66,10156.75,2099914.41
2019-08-25 08-AM,10122.49,10127.79,10066.97,10102.61,1092016.63
2019-08-25 07-AM,10094.96,10147.94,10074.26,10122.49,1419169.18
2019-08-25 06-AM,10074.86,10098.98,10042,10094.96,555142.75
2019-08-25 05-AM,10036.83,10106.85,10034.95,10074.86,1330930.21
2019-08-25 04-AM,10141.79,10150,10026.93,10036.83,1774742.31
2019-08-25 03-AM,10131.51,10142,10084.6,10141.79,1279841.16
2019-08-25 02-AM,10096.3,10174.99,10082.48,10131.51,1956748.85
2019-08-25 01-AM,10132.14,10159.64,10041.94,10096.3,2066103.66
2019-08-25 12-AM,10147.96,10170,10123.64,10132.14,2274079.79
2019-08-24 11-PM,10180,10200,10121,10147.96,1894736.76
2019-08-24 10-PM,10074.88,10216.46,9983.29,10180,6688275.98
2019-08-24 09-PM,10106.51,10106.51,10062.76,10074.88,1890447.24
2019-08-24 08-PM,10111.14,10153.26,10094.25,10106.51,2011892.88
2019-08-24 07-PM,10071.01,10130.2,10065.01,10111.14,2138982.28
2019-08-24 06-PM,10044.87,10090,10042.34,10071.01,1800513.94
2019-08-24 05-PM,10070.68,10080.99,10037,10044.87,2030370.2
2019-08-24 04-PM,9998,10092.92,9957.77,10070.68,4816726.23
2019-08-24 03-PM,9993.01,10009,9963,9998,2690912.13
2019-08-24 02-PM,9999.99,10023.74,9980.34,9993.01,5603186.75
2019-08-24 01-PM,9997.75,10025,9987,9999.99,3445953.61
2019-08-24 12-PM,10021.2,10021.2,9936.62,9997.75,3902527.37
2019-08-24 11-AM,9993.16,10052.49,9990,10021.2,2341907.12
2019-08-24 10-AM,9989.99,10011.89,9963.03,9993.16,2740003.57
2019-08-24 09-AM,10120.52,10144.71,9886.26,9989.99,9682252.67
2019-08-24 08-AM,10317.4,10317.73,10100,10120.52,6792734.21
2019-08-24 07-AM,10325,10325,10261.57,10317.4,3292178.05
2019-08-24 06-AM,10354.3,10365,10325,10325,1003859.82
2019-08-24 05-AM,10351.01,10375,10331.57,10354.3,963444.57
2019-08-24 04-AM,10371.73,10384,10341,10351.01,891992.51
2019-08-24 03-AM,10354.09,10371.99,10305,10371.73,1853962.55
2019-08-24 02-AM,10391.89,10393.12,10337.5,10354.09,2084763.8
2019-08-24 01-AM,10417.01,10417.03,10385.08,10391.89,1342570.85
2019-08-24 12-AM,10410.85,10429,10382,10417.01,2715065.31
2019-08-23 11-PM,10384.74,10430,10379.43,10410.85,6963158.5
2019-08-23 10-PM,10427.03,10451.94,10366.59,10384.74,5189448.59
2019-08-23 09-PM,10360.01,10458.99,10355.32,10427.03,7944855.86
2019-08-23 08-PM,10427.33,10430.55,10303,10360.01,8371513.71
2019-08-23 07-PM,10426.11,10478,10389.6,10427.33,7852163.02
2019-08-23 06-PM,10412.44,10427,10400.51,10426.11,2801418.8
2019-08-23 05-PM,10405.3,10435,10397.5,10412.44,4487221.74
2019-08-23 04-PM,10412.37,10430,10397.5,10405.3,3196578.48
2019-08-23 03-PM,10416.02,10455,10385,10412.37,5318882.55
2019-08-23 02-PM,10375.45,10448.6,10369.35,10416.02,4253021.51
2019-08-23 01-PM,10216.72,10449.52,10176.65,10375.45,10237115.78
2019-08-23 12-PM,10135.46,10218,10117.46,10216.72,2613735.06
2019-08-23 11-AM,10136.05,10169.43,10094.47,10135.46,3977410.94
2019-08-23 10-AM,10123.96,10154.94,10078.68,10136.05,1942759.16
2019-08-23 09-AM,10170.88,10191.78,10121,10123.96,851838.47
2019-08-23 08-AM,10236.99,10236.99,10170.01,10170.88,1009864.89
2019-08-23 07-AM,10232.56,10250,10182.65,10236.99,1470379.06
2019-08-23 06-AM,10142.07,10246,10111,10232.56,2274038.07
2019-08-23 05-AM,10176.84,10180,10127,10142.07,1187537.36
2019-08-23 04-AM,10154.59,10210,10145.02,10176.84,1961507.87
2019-08-23 03-AM,10108.5,10166.37,10096.17,10154.59,1946930.49
2019-08-23 02-AM,10096.88,10125,10064.99,10108.5,1302935.58
2019-08-23 01-AM,10123.26,10134.56,10078.83,10096.88,1621337.31
2019-08-23 12-AM,10107.15,10140,10035.84,10123.26,3770810.66
2019-08-22 11-PM,10156.95,10167.88,10099.99,10107.15,4776388.42
2019-08-22 10-PM,10142.89,10203.09,10142.89,10156.95,2621458.76
2019-08-22 09-PM,10172.01,10175.74,10099.83,10142.89,3434028.04
2019-08-22 08-PM,10166.92,10210,10153.11,10172.01,2443121.36
2019-08-22 07-PM,10192.99,10217.5,10155,10166.92,3136222.86
2019-08-22 06-PM,10161.57,10237.53,10155.82,10192.99,6730341.47
2019-08-22 05-PM,10118.41,10199.99,10105.46,10161.57,5115476.17
2019-08-22 04-PM,10107.11,10142.66,10059.44,10118.41,3605681.55
2019-08-22 03-PM,10090,10175,10085.62,10107.11,4102820.19
2019-08-22 02-PM,10116.27,10120.36,10050.01,10090,3171394.07
2019-08-22 01-PM,10045,10145,10044.99,10116.27,4456625.36
2019-08-22 12-PM,9961.65,10065.49,9940.73,10045,2654181.84
2019-08-22 11-AM,10015.28,10015.28,9876,9961.65,4549218.43
2019-08-22 10-AM,9977.13,10063.4,9977.13,10015.28,3750003.88
2019-08-22 09-AM,9919.99,9989.33,9885.63,9977.13,1613072.53
2019-08-22 08-AM,9964.01,9977.45,9895.94,9919.99,1961632.48
2019-08-22 07-AM,9983.58,10006.69,9950.96,9964.01,1195322.62
2019-08-22 06-AM,9966.98,10043.92,9869,9983.58,4034539.09
2019-08-22 05-AM,9964.99,10023.87,9927.31,9966.98,1736677.45
2019-08-22 04-AM,9866.1,10006.01,9850,9964.99,4702368.06
2019-08-22 03-AM,9918.91,9937.89,9865.48,9866.1,4764153.72
2019-08-22 02-AM,9811.86,9947.68,9759,9918.91,12618804.19
2019-08-22 01-AM,10074.51,10079.73,9765,9811.86,15728944.44
2019-08-22 12-AM,10130,10150,10034.79,10074.51,2749572.03
2019-08-21 11-PM,10061.08,10136.78,9975,10130,5410614.11
2019-08-21 10-PM,10039.99,10092.04,10029.26,10061.08,2429370.37
2019-08-21 09-PM,10151.84,10178.11,10029.35,10039.99,4026514.73
2019-08-21 08-PM,10105.96,10185.22,10100.42,10151.84,6652282.71
2019-08-21 07-PM,10066.73,10124.56,10051.05,10105.96,4521941.86
2019-08-21 06-PM,10100.01,10129,10063.03,10066.73,4008855.67
2019-08-21 05-PM,10121,10134.99,10070.27,10100.01,3510358.94
2019-08-21 04-PM,9973.34,10131.76,9841.59,10121,16650168.22
2019-08-21 03-PM,10005.01,10067,9957.63,9973.34,6122085.61
2019-08-21 02-PM,9939.67,10048,9934.03,10005.01,6862681.71
2019-08-21 01-PM,9952.12,9973.59,9894.84,9939.67,6788471.91
2019-08-21 12-PM,10155.99,10157.39,9884.3,9952.12,17201111.23
2019-08-21 11-AM,10129.23,10162.74,10071.99,10155.99,2901804.69
2019-08-21 10-AM,10185.01,10196.15,10042,10129.23,4835557.86
2019-08-21 09-AM,10154.49,10220,10111.64,10185.01,2466196
2019-08-21 08-AM,10112.33,10172.71,10110.49,10154.49,2038587
2019-08-21 07-AM,10145.73,10196.83,10088.42,10112.33,3368295.93
2019-08-21 06-AM,10214.99,10256.71,10078.55,10145.73,8324664.72
2019-08-21 05-AM,10170,10267.72,10151,10214.99,5633857.02
2019-08-21 04-AM,10290.05,10298.52,10123.87,10170,16548593.47
2019-08-21 03-AM,10603,10624.99,10210.89,10290.05,21088593.17
2019-08-21 02-AM,10679.86,10701.86,10567,10603,7925905.9
2019-08-21 01-AM,10694.95,10710.67,10640,10679.86,3788102.51
2019-08-21 12-AM,10769.09,10800,10674.53,10694.95,4374114.2
2019-08-20 11-PM,10834.97,10843.95,10729.2,10769.09,3647705.16
2019-08-20 10-PM,10790.54,10844,10766.5,10834.97,3907126.97
2019-08-20 09-PM,10709.88,10835.44,10692,10790.54,5156102.19
2019-08-20 08-PM,10731.6,10744.67,10652.36,10709.88,5693306.95
2019-08-20 07-PM,10744.54,10760,10725,10731.6,2274501.25
2019-08-20 06-PM,10753.64,10755,10712.17,10744.54,2215410.44
2019-08-20 05-PM,10743.36,10774.52,10727.61,10753.64,1836206.07
2019-08-20 04-PM,10729.89,10782.19,10714,10743.36,4414425.31
2019-08-20 03-PM,10614.99,10742.57,10562.05,10729.89,5391320.45
2019-08-20 02-PM,10651.01,10673.36,10567,10614.99,6370460.35
2019-08-20 01-PM,10639.9,10694.42,10637.62,10651.01,1886910.1
2019-08-20 12-PM,10707.73,10724.99,10631.72,10639.9,3268078.99
2019-08-20 11-AM,10655.96,10712.21,10618.03,10707.73,2826387.24
2019-08-20 10-AM,10701.5,10714.61,10650,10655.96,1278181.47
2019-08-20 09-AM,10696.73,10713.59,10555.7,10701.5,5265635.72
2019-08-20 08-AM,10819.05,10821.54,10659,10696.73,5494950.37
2019-08-20 07-AM,10805.07,10833.9,10796.35,10819.05,2182565.6
2019-08-20 06-AM,10762.8,10829.34,10736.01,10805.07,2304774.1
2019-08-20 05-AM,10819.99,10819.99,10762.79,10762.8,1874048.64
2019-08-20 04-AM,10785.01,10836.5,10780,10819.99,2383035.44
2019-08-20 03-AM,10883.01,10885.15,10778.23,10785.01,6544017.92
2019-08-20 02-AM,10879.96,10886.55,10845,10883.01,4844242.02
2019-08-20 01-AM,10895.75,10930.08,10851.68,10879.96,4800938.49
2019-08-20 12-AM,10920,10953,10877.5,10895.75,6447037.48
2019-08-19 11-PM,10770.68,10938.76,10770.67,10920,15835959.02
2019-08-19 10-PM,10713.03,10821.41,10713.01,10770.68,4932943.03
2019-08-19 09-PM,10678.77,10742.97,10675.06,10713.03,3909034.49
2019-08-19 08-PM,10699.83,10712.88,10630.01,10678.77,4042980.37
2019-08-19 07-PM,10724.75,10840.29,10667,10699.83,10205391.52
2019-08-19 06-PM,10717.57,10744.92,10705.87,10724.75,3111506.44
2019-08-19 05-PM,10680.45,10719.97,10675.13,10717.57,2390448.45
